Player,Status,Pos,labels,X1,X2,g,mp,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Eddy Curry,Inactive,C,Scoring Center,2.985086023,0.480163219,527,13109,0.545,3.3,1,0.601,0.308,0.072,0.019,0,0.544,0.648,0.417,0.297,0.261,1,0.695,0.171,748,1,0.5,1,0,0,10.3,18.9,0,0,10.3,18.9,6.6,10.3,0.642,3.8,7.1,10.9,1.1,0.6,1.5,4.7,6.2,27.2,103,108,15.9,0.581,0.547,8.3,15.7,12,4.2,0.6,2.2,16.7,24.2,12.1,9.6,21.7,0.08,-1.8,-1.8,-3.5,-5
Ekpe Udoh,Inactive,C,Scoring Center,1.966103053,-1.356706403,270,4564,0.429,7.2,0.997,0.349,0.352,0.175,0.121,0.003,0.431,0.55,0.355,0.407,0.339,0,0.604,0.068,60,0,0,0,0,0,4.6,10.7,0,0,4.6,10.7,2.9,4,0.72,4.1,5.6,9.7,2,1.4,3.6,2.1,6.4,12,102,107,10.8,0.484,0.37,8.6,12.5,10.5,5.6,1.4,5.4,14.6,12.7,1.6,4.1,5.7,0.06,-3.4,2.3,-1.1,1
Elfrid Payton,Active,PG,Floor General,-3.047418367,-2.075529029,237,7046,0.446,8.4,0.881,0.43,0.242,0.097,0.11,0.119,0.468,0.572,0.396,0.349,0.328,0.289,0.192,0.024,52,0.914,0.271,0.329,3,0,7.5,16.8,0.6,2,6.9,14.8,2.7,4.4,0.611,1.9,5.2,7.1,10.9,2.3,0.6,4,3.8,18.2,102,108,15,0.487,0.262,4.2,11.6,7.8,33.7,2.3,0.9,17.6,20.1,2.9,6,8.9,0.061,-0.6,0.2,-0.4,2.9
Elijah Millsap,Active,SG,Shooting Wing,-1.205482146,0.814834581,69,1120,0.327,13,0.634,0.335,0.162,0.056,0.081,0.366,0.356,0.484,0.239,0.188,0.174,0.279,0.359,0.025,5,0.966,0.346,0.333,2,0,4.4,13.4,1.4,4.9,3,8.5,3.4,5,0.679,1.7,7.3,9,3.7,3,0.9,3.7,7.5,13.6,86,102,7.4,0.434,0.373,3.8,15.8,9.9,10.6,3,1.4,19.1,16.7,-1.3,1.6,0.4,0.016,-3.8,1.7,-2.1,0
Elliot Williams,Inactive,SG,Shooting Wing,-1.079169386,0.734277663,109,1470,0.421,13.1,0.62,0.376,0.1,0.035,0.109,0.38,0.489,0.616,0.217,0.25,0.38,0.31,0.568,0.092,38,0.833,0.218,0.237,1,0,6.5,15.3,1.8,5.8,4.7,9.5,3.2,4.9,0.669,1.3,4.1,5.4,3.1,1.5,0.2,2.6,5.3,18,99,112,9.5,0.515,0.317,2.7,9.5,6,9.8,1.5,0.3,13,17.6,0.2,0.5,0.7,0.024,-2.6,-2.7,-5.3,-1.2
Elton Brand,Inactive,PF,Scoring Center,2.597843126,-0.300645273,977,31911,0.502,8.4,0.998,0.294,0.257,0.321,0.126,0.002,0.503,0.65,0.462,0.446,0.39,0.105,0.627,0.047,532,1,0.368,0,1,0,10,19.9,0,0,10,19.9,5.5,7.5,0.736,5,8.7,13.7,3.3,1.4,2.8,3.1,4.7,25.4,110,104,20.5,0.548,0.374,11,19,15,11.7,1.4,3.9,11.8,22.8,65.8,43.8,109.6,0.151,1.3,1.8,3.1,45.2
Emeka Okafor,Inactive,C,Supporting Center,3.769758038,-0.587953184,590,18702,0.512,5.6,1,0.465,0.298,0.172,0.065,0,0.512,0.672,0.402,0.341,0.328,0,0.695,0.135,713,0,0,0,0,0,8.3,16.3,0,0,8.3,16.3,3.8,6.5,0.584,5.4,11.1,16.5,1.4,1.1,2.8,2.7,4.7,20.4,106,103,17,0.535,0.399,11.8,25.1,18.3,4.7,1.1,4.1,12.5,19,17,27.3,44.3,0.114,-1.9,1.5,-0.4,7.5
Emmanuel Mudiay,Active,PG,Combo Guard,-2.509854629,-1.077955597,123,3474,0.369,12.6,0.718,0.319,0.115,0.133,0.151,0.282,0.389,0.488,0.292,0.295,0.336,0.317,0.317,0.021,26,0.808,0.134,0.291,2,0,7.7,20.8,1.9,5.9,5.8,14.9,3.9,5.4,0.721,0.9,5,5.9,8.4,1.5,0.7,4.9,3.4,21.1,92,112,10.3,0.455,0.258,1.9,11.2,6.5,26.1,1.5,1.1,17.3,24.4,-3.6,1.7,-1.9,-0.027,-2.7,-1.4,-4.1,-1.8
Enes Kanter,Active,C,Scoring Center,2.599438558,-0.017330449,445,9479,0.53,6.4,0.972,0.513,0.219,0.115,0.125,0.028,0.536,0.648,0.44,0.403,0.369,0.299,0.534,0.054,182,0.969,0.645,0.304,2,0,11,20.8,0.2,0.6,10.9,20.3,5,6.5,0.768,6.4,9.8,16.2,1.5,0.9,1.1,3.7,5.1,27.2,111,107,19.6,0.575,0.31,14.1,21.4,17.8,5.1,0.9,1.6,13.5,23.6,17.7,8.9,26.6,0.135,-0.4,-2.1,-2.5,-1.3
Eric Bledsoe,Active,PG,Combo Guard,-2.525108126,-0.820683,418,11309,0.444,12.5,0.75,0.327,0.149,0.085,0.191,0.25,0.481,0.617,0.381,0.398,0.358,0.334,0.195,0.02,73,0.579,0.158,0.312,12,0,8.5,19.1,1.6,4.8,6.9,14.3,5.7,7.2,0.8,1.5,5.5,7,8.5,2.6,0.9,5,3.7,24.3,105,107,17.5,0.546,0.376,3.4,12.4,7.9,27.3,2.6,1.4,18.4,23.7,11.6,11.6,23.2,0.099,1.2,0.8,1.9,11.2
Eric Gordon,Active,SG,Scoring Wing,-1.915194878,0.431789504,492,16471,0.431,15,0.582,0.273,0.127,0.044,0.138,0.418,0.467,0.582,0.355,0.324,0.388,0.38,0.437,0.02,117,0.867,0.127,0.38,16,0,8.7,20.1,3.2,8.4,5.5,11.7,4.9,6.1,0.816,0.7,3.2,3.9,4.9,1.5,0.5,3.3,3.1,25.4,108,113,14.7,0.559,0.301,1.5,7.2,4.3,15.7,1.5,0.8,12.6,22.7,20,6.3,26.3,0.077,1.5,-2.2,-0.6,5.7
Eric Maynor,Inactive,PG,Floor General,-3.472096314,-2.481598071,267,3896,0.392,14,0.717,0.146,0.305,0.116,0.151,0.283,0.409,0.53,0.357,0.423,0.385,0.35,0.155,0,0,0.91,0.076,0.333,12,1,5.8,14.9,1.5,4.2,4.4,10.7,2,2.8,0.721,0.9,3.7,4.6,10.1,1.5,0.3,3.7,3.9,15.1,99,110,10.6,0.47,0.185,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3,0.5,2.8,3.3,0.041,-2.3,-2.4,-4.7,-2.7
Erick Green,Inactive,PG,Scoring Wing,-2.224101643,0.440859149,52,452,0.377,17.2,0.703,0.069,0.131,0.137,0.366,0.297,0.415,0.667,0.478,0.333,0.375,0.288,0.451,0.017,3,0.933,0.308,0.375,0,0,7.3,19.4,1.7,5.8,5.7,13.6,1.3,1.6,0.857,1.1,3,4.1,4.7,1.4,0,1.6,3.3,17.6,97,112,9.3,0.439,0.08,2.4,6.7,4.5,14.7,1.4,0,7.2,18.7,0,0.1,0.1,0.011,-2.5,-2.6,-5.1,-0.3
Ersan Ilyasova,Active,PF,Versatile Forward,1.73032687,0.46383369,609,14863,0.442,14,0.68,0.297,0.099,0.084,0.2,0.32,0.477,0.583,0.334,0.378,0.433,0.366,0.713,0.009,45,0.953,0.14,0.378,4,0,8.7,19.6,2.3,6.3,6.4,13.3,3.4,4.4,0.77,3.8,8.6,12.5,2.5,1.5,0.8,2.2,5.3,23,109,105,15.8,0.534,0.227,8.2,19.4,13.7,8,1.5,1.2,9.1,20.6,20,17.8,37.8,0.122,0.4,-0.5,-0.1,7.1
Evan Fournier,Active,SG,Shooting Wing,-1.394398084,0.750096709,319,8392,0.445,14.1,0.596,0.297,0.145,0.053,0.099,0.404,0.49,0.623,0.36,0.377,0.341,0.379,0.469,0.018,52,0.856,0.206,0.41,10,0,8.3,18.6,2.9,7.5,5.4,11.1,3.9,4.9,0.791,0.9,4,4.9,4.1,1.5,0.1,2.9,4.5,23.3,107,111,13.2,0.561,0.263,1.9,9,5.4,13,1.5,0.1,12.3,20.9,8.5,4.4,12.9,0.074,0.8,-1.9,-1.1,2
Evan Turner,Active,SF,Scoring Wing,-1.249255861,-0.065496569,534,15048,0.431,12.1,0.861,0.223,0.163,0.261,0.213,0.139,0.453,0.601,0.387,0.417,0.392,0.298,0.353,0.02,98,0.912,0.448,0.353,5,0,7.6,17.7,0.7,2.5,6.9,15.2,3,3.8,0.782,1.1,8,9,6.6,1.5,0.4,3.5,3.7,19,97,106,12.3,0.49,0.215,2.3,17.6,9.8,20.4,1.5,0.7,15.2,20,-1.1,17,15.9,0.051,-2.5,0.5,-2,-0.1
Festus Ezeli,Inactive,C,Supporting Center,3.753146394,-1.507616516,170,2394,0.513,3.9,1,0.58,0.317,0.073,0.03,0,0.513,0.646,0.382,0.154,0.188,0,0.702,0.293,135,0,0,0,0,0,5.7,11.1,0,0,5.7,11.1,3.4,6,0.557,6,9,15,1.3,1,3.4,2.8,6.8,14.7,107,102,13.4,0.536,0.543,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6,2.2,3.8,5.9,0.119,-3,1.9,-1.1,0.6
Francisco Garcia,Inactive,SF,Shooting Wing,-0.690587475,0.822439148,549,11853,0.427,16.7,0.555,0.21,0.055,0.067,0.223,0.445,0.484,0.654,0.379,0.365,0.385,0.357,0.554,0.013,42,0.916,0.336,0.397,5,0,6.7,15.7,2.5,7,4.2,8.7,2.6,3.3,0.799,1.2,4.8,6,3.2,1.9,1.7,2.3,5.3,18.5,106,109,12.3,0.541,0.21,2.7,11,6.8,10,1.9,2.4,12,17,9.1,9.1,18.2,0.074,-0.4,0,-0.3,4.9
Frank Kaminsky,Active,C,3-and-D Wing,0.346488913,0.407043985,156,3662,0.403,14.1,0.581,0.261,0.203,0.06,0.057,0.419,0.455,0.555,0.42,0.288,0.307,0.331,0.607,0.023,27,0.995,0.117,0.323,5,0,7.3,18.2,2.5,7.6,4.8,10.6,3.1,4.2,0.743,1.7,7.5,9.2,3.6,1.2,1.1,1.8,3.6,20.3,103,107,12.8,0.507,0.229,3.7,16.5,10,11.4,1.2,1.8,8.4,19.6,1.6,3.9,5.6,0.073,-1.1,-0.2,-1.4,0.6
Furkan Aldemir,Inactive,PF,Scoring Center,2.176808129,-1.464648714,41,540,0.513,5.9,0.936,0.628,0.167,0.013,0.128,0.064,0.548,0.694,0.154,1,0.3,0,0.45,0.128,10,0,0,0,0,0,3.7,7.2,0,0.5,3.7,6.8,1.2,2.5,0.481,7.2,9.1,16.3,2.6,1.6,1.5,1.6,8.9,8.6,117,104,12,0.517,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-2.7,2,-0.7,0.2
Garrett Temple,Active,SG,Shooting Wing,-1.663072781,0.912849427,374,6772,0.401,16.2,0.553,0.227,0.07,0.07,0.185,0.447,0.446,0.583,0.359,0.381,0.335,0.346,0.525,0.014,21,0.915,0.429,0.358,4,0,5,12.5,1.9,5.6,3.1,6.9,2.1,2.9,0.716,1.1,4.3,5.5,4.5,2.3,0.7,2.5,4.8,14.1,100,107,9.6,0.51,0.235,2.5,9.8,6.1,13.1,2.3,1.2,15.1,14.5,0.8,7.2,7.9,0.056,-1.7,0.7,-1,1.7
Gary Harris,Active,SG,Shooting Wing,-1.279244726,1.390423134,188,4940,0.46,13.6,0.595,0.351,0.086,0.064,0.095,0.405,0.531,0.62,0.374,0.437,0.412,0.356,0.629,0.061,89,0.953,0.301,0.376,4,0,7.5,16.3,2.3,6.6,5.1,9.7,2.5,3.2,0.79,1.2,3.4,4.6,3.4,2.1,0.3,2.1,3.1,19.8,110,112,12.9,0.561,0.194,2.7,7.6,5.2,10.5,2.1,0.5,10.8,17.2,5.5,2.4,7.9,0.077,0.9,-0.9,0,2.5
Gary Neal,Active,SG,Shooting Wing,-1.266253479,0.414380764,352,7507,0.422,17.4,0.602,0.071,0.153,0.151,0.227,0.398,0.448,0.526,0.436,0.481,0.41,0.382,0.46,0,1,0.707,0.18,0.407,2,0,8.7,20.6,3.1,8.2,5.6,12.4,3.1,3.7,0.85,0.6,4.6,5.2,3.9,1,0.1,2.5,3.6,23.7,103,109,12.6,0.532,0.179,1.2,10.2,5.8,12.4,1,0.1,10.1,22,5.4,5.4,10.7,0.069,-0.2,-2.3,-2.5,-1
George Hill,Active,PG,Scoring Wing,-1.974968974,0.197753926,599,17357,0.453,14.8,0.642,0.232,0.128,0.108,0.174,0.358,0.494,0.646,0.44,0.423,0.374,0.38,0.343,0.015,77,0.782,0.353,0.403,18,0,7.5,16.5,2.2,5.9,5.2,10.6,4,4.9,0.802,1,4.8,5.8,6,1.7,0.5,2.4,3.9,21.1,115,105,15.3,0.566,0.3,2.2,10.2,6.3,18.8,1.7,0.8,11.3,18.5,31.8,22.1,53.9,0.149,1.8,0.4,2.1,18
Gerald Green,Active,SF,Shooting Wing,-0.652947773,0.954698504,544,10624,0.42,16.9,0.577,0.162,0.077,0.128,0.21,0.423,0.463,0.62,0.409,0.417,0.391,0.361,0.476,0.057,225,0.868,0.274,0.386,15,1,9.2,22,3.4,9.3,5.9,12.7,3.5,4.3,0.814,1.3,5.1,6.4,2.6,1.3,0.8,3.1,4.9,25.3,102,108,13.1,0.53,0.194,2.9,11.3,7.1,8.5,1.3,1.1,11.4,23.6,5.8,8.7,14.4,0.065,-0.4,-2,-2.4,-1
Gerald Henderson,Active,SG,Shooting Wing,-0.755423336,0.867661054,535,13854,0.44,13.4,0.851,0.228,0.112,0.173,0.337,0.149,0.46,0.632,0.339,0.412,0.408,0.327,0.555,0.05,233,0.92,0.362,0.384,14,0,8.4,19.1,0.9,2.8,7.5,16.2,4.6,5.8,0.793,1.2,5.2,6.4,3.8,1.3,0.7,2.4,3.5,22.3,103,109,13.4,0.516,0.306,2.5,11.6,7,12.8,1.3,1,9.9,21.1,8.7,9.6,18.3,0.063,-1.3,-1,-2.2,-0.9
Gerald Wallace,Inactive,SF,3-and-D Wing,-0.064088152,1.223643619,832,24731,0.469,8.7,0.826,0.543,0.081,0.027,0.175,0.174,0.502,0.587,0.33,0.307,0.351,0.312,0.553,0.085,567,0.963,0.473,0.33,6,0,7.5,16,0.9,2.8,6.6,13.2,5.3,7.5,0.709,2.4,7.9,10.3,3.7,2.6,1.5,3.2,3.9,21.2,107,103,16.3,0.549,0.469,5.3,17.9,11.5,11.7,2.6,2.1,14.1,19.5,24.7,35,59.7,0.116,0.1,2.3,2.4,27.3
Giannis Antetokounmpo,Active,SF,Versatile Forward,0.524935957,-0.454665725,318,10106,0.497,8.4,0.87,0.5,0.159,0.061,0.15,0.13,0.53,0.671,0.335,0.324,0.352,0.277,0.479,0.15,491,0.744,0.171,0.234,10,0,8.7,17.6,0.6,2.3,8.1,15.3,5.9,7.9,0.74,2.2,8.9,11.1,5.8,1.8,2.1,3.7,4.7,24,109,105,18.3,0.569,0.452,4.9,20,12.5,18.6,1.8,3.5,15,21.9,14.4,12.6,27,0.128,0.5,2.1,2.6,11.7
Glen Davis,Inactive,PF,Versatile Forward,1.628460224,0.414135075,514,10865,0.447,9.7,0.985,0.351,0.188,0.135,0.31,0.015,0.451,0.607,0.365,0.377,0.358,0.182,0.689,0.021,69,0.7,0.127,0.286,8,0,7.8,17.4,0,0.3,7.7,17.2,4.2,6,0.7,3.5,7.3,10.8,2.2,1.7,0.8,2.6,6,19.9,100,103,12.4,0.494,0.345,8.2,15.9,12.1,6.9,1.7,1.3,11.3,20.1,3,15.5,18.6,0.082,-2.8,0.6,-2.3,-0.8
Glenn Robinson,Active,SF,3-and-D Wing,-0.270800014,1.502930223,149,2195,0.448,12.6,0.674,0.228,0.099,0.065,0.196,0.326,0.483,0.606,0.455,0.417,0.385,0.376,0.619,0.081,40,0.985,0.497,0.433,0,0,5.7,12.7,1.5,4.1,4.1,8.5,2.2,3.2,0.698,1.9,6.1,8,1.9,1.5,0.7,1.5,2.3,15.1,107,109,11.1,0.537,0.25,4.3,13.6,9,5.7,1.5,1.2,9.7,13.8,1.5,2,3.4,0.075,-1.9,-0.4,-2.3,-0.2
Goran Dragic,Active,PG,Combo Guard,-2.655341592,-1.056422035,647,17867,0.471,12.5,0.715,0.32,0.127,0.137,0.13,0.285,0.515,0.663,0.395,0.398,0.391,0.363,0.255,0.007,41,0.654,0.211,0.379,6,0,9.1,19.2,2,5.5,7.1,13.8,4.4,5.9,0.756,1.4,4,5.4,8.9,1.9,0.4,4.2,4.3,24.6,110,109,17.3,0.563,0.306,3.1,8.9,6,28.3,1.9,0.5,16.1,22.8,30.8,13.3,44.1,0.119,2.4,-1,1.4,15.3
Gordon Hayward,Active,SF,Shooting Wing,-1.191113138,0.475124771,516,16164,0.444,14.3,0.694,0.229,0.143,0.105,0.217,0.306,0.477,0.638,0.381,0.423,0.399,0.368,0.437,0.053,299,0.851,0.208,0.383,5,0,8.9,20,2.2,6.1,6.6,13.9,6.3,7.7,0.82,1.2,5.8,7,5.7,1.7,0.7,3.5,3,26.3,111,108,17.7,0.563,0.387,2.7,12.8,7.7,18.7,1.7,1.1,12.9,23.4,29.4,13.7,43,0.128,2.3,-0.3,2,16.3
Gorgui Dieng,Active,C,Scoring Center,2.376339599,0.192747226,297,7884,0.511,8.5,0.965,0.39,0.209,0.159,0.206,0.035,0.518,0.657,0.377,0.5,0.41,0.343,0.713,0.106,192,0.958,0.629,0.432,6,0,6.5,12.7,0.2,0.4,6.3,12.2,3.8,4.8,0.786,4.3,9.4,13.7,3.1,1.8,2.4,2.7,4.9,16.9,112,107,16.1,0.571,0.38,9.6,21.7,15.6,9.4,1.8,3.8,15.6,15.3,10.8,7.9,18.7,0.114,-0.4,2.4,2,8
Grant Hill,Inactive,SF,Shooting Wing,-0.481326206,0.760267646,591,17769,0.492,10.9,0.92,0.306,0.115,0.228,0.271,0.08,0.506,0.669,0.414,0.425,0.427,0.341,0.559,0.025,129,0.988,0.738,0.385,5,1,9.6,19.8,0.3,1,9.2,18.7,6.4,8.3,0.769,1.8,7.5,9.3,6.4,1.9,0.9,3.7,3.6,25.8,110,106,19,0.551,0.419,4,16.6,10.5,21.9,1.9,1.2,13.7,23.7,61.5,38.5,99.9,0.138,1.6,1.2,2.8,42.5
Greg Monroe,Active,C,Scoring Center,1.789448672,-0.559673695,538,15955,0.511,4.4,0.998,0.568,0.297,0.054,0.078,0.002,0.512,0.618,0.382,0.376,0.335,0,0.537,0.037,198,0,0.083,0,6,0,9.9,19.3,0,0,9.9,19.3,4.9,7,0.705,5.2,10.2,15.3,4,2,1.1,3.5,4.1,24.7,110,106,20.1,0.551,0.362,11.2,22.9,16.9,13.2,2,1.7,13.4,22.4,27.4,17.9,45.2,0.136,0.9,1.1,2,16.2
Greg Oden,Inactive,C,Supporting Center,4.363200637,-1.877766514,105,2028,0.574,2.6,1,0.67,0.279,0.049,0.002,0,0.574,0.684,0.364,0.296,0,0,0.536,0.299,152,0,0,0,0,0,8.6,15,0,0,8.6,15,5.6,8.5,0.658,6.9,10.8,17.8,1.4,1.1,3.5,3.7,10.1,22.8,116,103,18.7,0.609,0.567,15.5,24.7,20.1,4.2,1.1,5.2,16.7,19.3,4,3.3,7.3,0.174,-0.3,1.5,1.1,1.6
Greg Smith,Inactive,C,Supporting Center,3.274795668,-1.345073755,149,1834,0.617,2.6,0.997,0.739,0.251,0.003,0.005,0.003,0.618,0.701,0.384,0,0.5,0,0.737,0.246,85,0,0,0,1,0,6.6,10.8,0,0,6.6,10.8,3,5.2,0.576,4.5,8.9,13.4,1.1,0.9,1.6,1.8,7.9,16.3,122,106,13.8,0.623,0.485,10.3,19.8,15.1,3.4,0.9,2.5,12,13,3.6,1.8,5.5,0.143,-1.2,-0.2,-1.4,0.3
Greg Stiemsma,Inactive,C,Supporting Center,3.168205121,-0.940525764,203,3048,0.509,8.6,0.998,0.442,0.138,0.115,0.302,0.002,0.509,0.641,0.342,0.426,0.425,0,0.851,0.106,46,0,0,0,0,0,4.6,9.1,0,0,4.6,9,1.8,2.5,0.705,3.3,8.4,11.6,1.7,2,4,2.4,8.8,11,101,100,11,0.54,0.276,7.2,18.7,12.9,4.8,2,6,19.4,11,0.8,5.2,6,0.095,-3.5,4.3,0.7,2.1
Greivis Vasquez,Active,PG,Floor General,-2.878790869,-2.373710557,401,9520,0.418,14.5,0.642,0.153,0.291,0.083,0.114,0.358,0.456,0.585,0.404,0.442,0.43,0.349,0.24,0.002,3,0.784,0.123,0.386,18,0,7.7,18.3,2.3,6.6,5.4,11.8,2.3,2.9,0.817,0.7,5,5.7,10.7,1.3,0.2,4.2,4.3,19.9,104,110,13.7,0.509,0.157,1.5,11.1,6.3,33.5,1.3,0.3,17.6,20.6,7.8,4.8,12.6,0.064,0.6,-2.1,-1.5,1.1
Gustavo Ayon,Inactive,C,Scoring Center,2.300532202,-0.91313973,135,2251,0.536,5.1,0.998,0.606,0.198,0.108,0.087,0.002,0.537,0.636,0.429,0.333,0.348,0,0.782,0.042,21,0,0,0,0,0,6.7,12.4,0,0,6.7,12.4,1.6,3.1,0.504,4.4,9.4,13.8,4.1,2.3,1.7,2.9,6.4,14.9,106,102,14.7,0.539,0.251,9.7,20.5,15.1,12.2,2.3,2.6,17.2,14.6,1.9,3.2,5.1,0.109,-1.5,2.7,1.2,1.8
Hakim Warrick,Inactive,PF,Versatile Forward,1.344320144,0.688223588,526,10624,0.49,8.3,0.97,0.426,0.173,0.123,0.248,0.03,0.499,0.659,0.385,0.353,0.376,0.191,0.64,0.154,513,0.905,0.255,0.214,5,0,8.7,17.7,0.1,0.5,8.6,17.2,6.7,9.2,0.726,3.4,7,10.3,2,1.1,0.8,3,4.7,24.2,108,110,15.5,0.555,0.522,7.5,15.8,11.6,6.4,1.1,1.1,12.3,21.8,13.2,7.2,20.4,0.092,-1.5,-1.6,-3.1,-2.9
Hamed Haddadi,Inactive,C,Supporting Center,4.957633072,-2.734374201,151,1056,0.463,5.7,0.982,0.516,0.288,0.117,0.06,0.018,0.471,0.6,0.333,0.364,0.235,0,0.554,0.103,27,0,0,0,3,0,6.4,13.9,0,0.2,6.4,13.6,3.9,6.2,0.632,6.8,11.6,18.4,2.1,0.5,4.5,4.5,10.3,16.8,97,102,13.3,0.504,0.445,15,26.5,20.7,6.3,0.5,6.9,21.5,18.2,-0.1,1.7,1.6,0.071,-4.5,2,-2.6,-0.2
Harrison Barnes,Active,SF,3-and-D Wing,-0.103908205,1.332227368,386,11425,0.453,12.9,0.746,0.241,0.179,0.137,0.189,0.254,0.482,0.659,0.41,0.373,0.401,0.37,0.524,0.076,272,0.964,0.396,0.395,1,0,7.7,17,1.6,4.3,6.1,12.7,3.2,4.1,0.776,1.8,6.2,8,2.5,1.2,0.3,1.8,3.1,20.2,107,107,12.8,0.537,0.241,4,13.4,8.8,7.5,1.2,0.5,8.8,18.5,10.6,11.7,22.2,0.093,-0.8,-0.2,-1,2.9
Hasheem Thabeet,Inactive,C,Supporting Center,3.262736059,-1.627619462,224,2357,0.567,3.1,1,0.748,0.125,0.093,0.034,0,0.567,0.65,0.3,0.333,0.364,0,0.626,0.252,73,0,0,0,0,0,4,7,0,0,4,7,2.6,4.5,0.578,4.4,8.6,13,0.6,1.3,4,2.7,9.9,10.5,106,103,10.3,0.587,0.642,10.3,18.9,14.7,1.6,1.3,6,23,10.1,1.3,3.6,4.8,0.099,-3.4,2,-1.4,0.4
Hassan Whiteside,Active,C,Supporting Center,5.173450191,-1.614755504,217,5891,0.585,4.9,1,0.478,0.351,0.103,0.065,0,0.585,0.753,0.44,0.427,0.385,0,0.612,0.205,402,0,0,0,0,0,10.5,18,0,0,10.5,18,4.5,7.4,0.611,6,15.5,21.5,0.8,1.1,4.9,3.1,5,25.6,115,97,24.3,0.602,0.413,13.5,33.9,23.8,2.7,1.1,7.6,12.6,21.5,12.1,13.1,25.2,0.205,-1.6,2,0.4,3.5
Hedo Turkoglu,Inactive,SF,Scoring Wing,-1.171269634,0.052261335,997,26695,0.426,15.5,0.641,0.225,0.085,0.119,0.212,0.359,0.45,0.568,0.34,0.416,0.387,0.384,0.365,0.019,149,0.827,0.179,0.428,29,0,7.5,17.6,2.4,6.3,5.1,11.3,4,5.2,0.784,1.3,6.5,7.7,5.5,1.5,0.6,3.1,4.7,21.5,108,105,14.3,0.54,0.293,2.8,13.9,8.5,17.3,1.5,0.8,13.4,20.1,32.4,30.9,63.3,0.114,0.9,0.3,1.2,21.4
Henry Sims,Inactive,C,Scoring Center,2.191208238,-0.433557849,135,2542,0.471,9.1,0.973,0.355,0.208,0.172,0.237,0.027,0.479,0.595,0.416,0.408,0.414,0.174,0.682,0.033,27,1,0.217,0,0,0,7.9,16.8,0.1,0.5,7.8,16.3,4.3,5.6,0.767,4.9,8.3,13.1,2.7,1.5,1.3,3,5.7,20.2,105,107,15,0.525,0.336,10.2,18.9,14.4,9.7,1.5,2,13.5,19.4,2.1,2.5,4.6,0.087,-2.5,-0.1,-2.6,-0.4
Henry Walker,Inactive,SF,3-and-D Wing,-0.032515281,1.160714453,181,3016,0.446,17.2,0.405,0.225,0.081,0.024,0.072,0.595,0.56,0.723,0.329,0.238,0.435,0.369,0.628,0.079,62,0.974,0.206,0.34,1,0,6.6,14.8,3.2,8.8,3.3,6,2,2.6,0.76,0.9,5.9,6.8,2.6,1.6,0.5,2.4,6.4,18.4,107,108,10.8,0.578,0.178,2.1,13.3,7.7,8,1.6,0.7,13.2,16.2,2.5,2.5,5,0.079,-0.2,-1.1,-1.3,0.5
Hilton Armstrong,Inactive,C,Scoring Center,2.596232107,-1.064864136,292,3378,0.501,5.6,0.99,0.545,0.198,0.141,0.105,0.01,0.503,0.64,0.365,0.296,0.329,0.286,0.551,0.215,133,0,0,0,2,0,5.5,10.9,0,0.1,5.4,10.8,2.9,5,0.582,4.6,7.5,12.1,1.6,1.4,2.2,3.6,8.6,13.9,98,106,9.9,0.529,0.456,10,16.6,13.2,4.5,1.4,3.3,21.7,14.6,-0.4,4.3,3.9,0.055,-4.2,1.4,-2.8,-0.7
Hollis Thompson,Active,SG,3-and-D Wing,-0.449521986,1.21577221,265,6424,0.413,16.8,0.476,0.197,0.113,0.06,0.106,0.524,0.444,0.592,0.332,0.426,0.3,0.386,0.66,0.015,22,0.97,0.281,0.432,2,0,5.7,13.7,2.8,7.2,2.9,6.5,1.6,2.2,0.707,1.5,4.8,6.3,2.2,1.3,0.5,1.6,4.1,15.7,104,111,9.6,0.533,0.16,3.2,11,7,7.2,1.3,0.8,10,14.4,3.5,3,6.5,0.048,-1.5,-1.3,-2.8,-1.3
Ian Clark,Active,SG,Shooting Wing,-0.986434314,0.521265959,196,2079,0.456,15.1,0.593,0.226,0.133,0.12,0.114,0.407,0.519,0.655,0.386,0.44,0.488,0.364,0.597,0.003,2,0.955,0.315,0.351,3,0,8.1,17.8,2.6,7.2,5.5,10.6,2,2.5,0.796,1,4.3,5.3,4.3,1.7,0.6,2.8,4.2,20.9,104,107,12,0.552,0.143,2.3,9.2,5.9,12.5,1.7,1,13.1,19.4,1.2,2.2,3.4,0.077,-1.2,-1.4,-2.6,-0.3
